date, pm25, pm10, o3, no2, so2, co
2016/4/25, , 53, 30, 29, 33, 
2016/4/26, , 55, 26, 27, 30, 
2016/4/27, , 53, 29, 30, 33, 
2016/4/28, , 55, 34, 29, 32, 
2016/4/29, , 52, 38, 34, 38, 
2016/4/30, , 60, 43, 40, 43, 
2016/5/1, , 66, 45, 39, 40, 
2016/5/2, , 65, 39, 32, 34, 
2016/5/3, , 54, 31, 30, 33, 
2016/5/4, , 56, 41, 37, 40, 
2016/5/5, , 62, 51, 45, 45, 
2016/5/6, , 72, 49, 48, 48, 
2016/5/7, , 76, 45, 44, 46, 
2016/5/8, , 71, 47, 43, 45, 
2016/5/9, , 70, 51, 48, 48, 
2016/5/10, , 75, 57, 49, 46, 
2016/5/11, , 76, 50, 51, 51, 
2016/5/12, , 78, 44, 40, 42, 
2016/5/13, , 67, 37, 37, 42, 
2016/5/14, , 64, 31, 32, 36, 
2016/5/15, , 59, 31, 31, 34, 
2016/5/16, , 56, 31, 33, 36, 
2016/5/17, , 59, 40, 35, 38, 
2016/5/18, , 58, 52, 43, 42, 
2016/5/19, , 68, 40, 36, 40, 
2016/5/20, , 63, 39, 34, 37, 
2016/5/21, , 59, 48, 44, 45, 
2016/5/22, , 70, 39, 36, 39, 
2016/5/23, , 62, 23, 23, 26, 
2016/5/24, , 47, 22, 22, 24, 
2016/5/25, , 45, 20, 19, 21, 
2016/5/26, , 39, 40, 30, 33, 
2016/5/27, , 52, 46, 40, 42, 
2016/5/28, , 66, 41, 30, 33, 
2016/5/29, , 56, 41, 40, 43, 
2016/5/30, , 67, 42, 33, 35, 
2016/5/31, , 54, 35, 29, 32, 
2016/6/1, , 53, 44, 34, 36, 
2016/6/2, , 56, 44, 41, 44, 
2016/6/3, , 67, 53, 44, 43, 
2016/6/4, , 69, 44, 40, 42, 
2016/6/5, , 66, 39, 37, 41, 
2016/6/6, , 63, 48, 42, 43, 
2016/6/7, , 68, 39, 31, 35, 
2016/6/8, , 55, 34, 33, 36, 
2016/6/9, , 59, 38, 36, 40, 
2016/6/10, , 63, 39, 38, 42, 
2016/6/11, , 64, 40, 34, 37, 
2016/6/12, , 59, 34, 33, 37, 
2016/6/13, , 59, 33, 30, 33, 
2016/6/14, , 54, 27, 20, 23, 
2016/6/15, , 39, 31, 27, 30, 
2016/6/16, , 50, 25, 22, 24, 
2016/6/17, , 43, 33, 30, 33, 
2016/6/18, , 54, 31, 31, 34, 
2016/6/19, , 56, 38, 34, 38, 
2016/6/20, , 58, 32, 29, 33, 
2016/6/21, , 54, 37, 32, 35, 
2016/6/22, , 55, 44, 50, 51, 1
2016/6/23, , 78, 63, 52, 47, 
2016/6/24, , 77, , , , 
2016/6/27, , 65, 32, 33, 37, 
2016/6/28, , 59, 26, 17, 20, 
2016/6/29, , 35, , , , 
2016/1/4, , 49, 5, 11, , 
2016/1/5, , 56, 5, 10, , 
2016/1/6, , 54, 2, 13, , 
2016/1/7, , 60, 21, 7, , 
2016/1/8, , 8, 11, 10, , 
2016/1/9, , 11, 6, 9, , 
2016/1/10, , 25, 3, 19, , 
2016/1/11, , 18, 10, 13, , 
2016/1/12, , 14, 15, 6, , 
2016/1/13, , 7, 11, 11, , 
2016/1/14, , 11, 9, 11, , 
2016/1/15, , 24, 15, 4, , 
2016/1/16, , 15, 16, 4, , 
2016/1/17, , 21, 11, 11, , 
2016/1/18, , 16, 7, 16, , 
2016/1/19, , 24, 16, 12, , 
2016/1/20, , 22, 20, 8, , 
2016/1/21, , 13, 9, 17, , 
2016/1/22, , 27, 15, 11, , 
2016/1/23, , 23, 9, 8, , 
2016/1/24, , 17, 3, 10, , 
2016/1/25, , 17, 16, 8, , 
2016/1/26, , 15, 17, 7, , 
2016/1/27, , 6, 25, 4, , 
2016/1/28, , 5, 19, 7, , 
2016/1/29, , 7, 24, 2, , 
2016/1/30, , 2, 23, 3, , 
2016/1/31, , 6, 24, 7, 31, 
2016/2/1, , 8, 28, 24, 33, 
2016/2/2, , 46, 24, 4, , 
2016/2/3, , 6, 18, 4, , 
2016/2/4, , 7, 15, 6, , 
2016/2/5, , 10, 13, 6, , 
2016/2/6, , 11, 15, 5, , 
2016/2/7, , 13, 26, 4, , 
2016/2/8, , 2, 25, 3, , 
2016/2/9, , 4, 21, 7, , 
2016/2/10, , 6, 23, 4, , 
2016/2/11, , 5, 15, 10, , 
2016/2/12, , 21, 18, 11, , 
2016/2/13, , 25, 14, 4, , 
2016/2/14, , 35, 19, 4, , 
2016/2/15, , 12, 20, 5, 13, 
2016/2/16, , 12, 16, 14, 15, 
2016/2/17, , 29, 6, 5, 5, 
2016/2/18, , 11, 16, 13, 14, 
2016/2/19, , 28, 18, 16, 18, 
2016/2/20, , 33, 23, 24, 26, 
2016/2/21, , 49, 27, 3, , 
2016/2/22, , 1, 23, 4, , 
2016/2/23, , 7, 25, 4, , 
2016/2/24, , 5, 22, 8, , 
2016/2/25, , 10, 21, 6, , 
2016/2/26, , 12, 22, 10, , 
2016/2/27, , 17, 24, 3, , 
2016/2/28, , 32, 25, 3, , 
2016/2/29, , 16, 23, 5, , 
2016/3/1, , 19, , , , 
2016/3/3, , 19, 22, 9, , 
2016/3/4, , 17, 17, 8, , 
2016/3/5, , 33, 15, 5, , 
2016/3/6, , 27, 24, 8, , 
2016/3/7, , 21, 21, 10, , 
2016/3/8, , 29, 27, 8, , 
2016/3/9, , 32, 20, 5, , 
2016/3/10, , 30, 22, 3, , 
2016/3/11, , 14, 28, 1, , 
2016/3/12, , 11, 28, 1, , 
2016/3/13, , 14, 26, 6, , 
2016/3/14, , 20, 24, 2, , 
2016/3/15, , 10, 27, 4, , 
2016/3/16, , 18, 30, 9, , 
2016/3/17, , 25, 18, 4, , 
2016/3/18, , 11, 23, 3, , 
2016/3/19, , 14, 25, 2, , 
2016/3/20, , 7, 28, 3, , 
2016/3/21, , 6, 25, 3, , 
2016/3/22, , 6, 25, 7, 23, 
2016/3/23, , 18, 20, 17, 19, 
2016/3/24, , 34, 18, 16, 18, 
2016/3/25, , 33, 28, 25, 27, 
2016/3/26, , 48, 26, 23, 25, 
2016/3/27, , 45, 29, 2, , 
2016/3/28, , 7, 25, 4, , 
2016/3/29, , 4, 24, 6, , 
2016/3/30, , 7, 28, 3, , 
2016/3/31, , 10, 30, 3, , 
2015/10/1, , 25, 26, 9, , 
2015/10/2, , 27, 30, 6, , 
2015/10/3, , 24, 28, 4, , 
2015/10/4, , 31, 24, 7, , 
2015/10/5, , 39, 24, 11, , 
2015/10/6, , 48, 12, 10, , 
2015/10/7, , 43, 5, 10, , 
2015/10/8, , 18, 12, 7, , 
2015/10/9, , 28, 22, 4, , 
2015/10/10, , 19, 24, 2, , 
2015/10/11, , 14, 22, 5, , 
2015/10/12, , 21, 14, 4, , 
2015/10/13, , 20, 10, 5, , 
2015/10/14, , 25, 12, 5, , 
2015/10/15, , 36, 7, 6, , 
2015/10/16, , 19, 8, 4, , 
2015/10/17, , 19, 10, 7, , 
2015/10/18, , 14, 1, 8, , 
2015/10/19, , 10, 13, 3, , 
2015/10/20, , 15, 15, 6, , 
2015/10/21, , 18, 6, 7, , 
2015/10/22, , 20, 20, 3, , 
2015/10/23, , 12, 17, 5, , 
2015/10/24, , 19, 13, 5, , 
2015/10/25, , 18, 14, 10, , 
2015/10/26, , 15, 13, 11, , 
2015/10/27, , 30, 8, 11, , 
2015/10/28, , 41, 3, 11, , 
2015/10/29, , 45, 1, 10, , 
2015/10/30, , 29, 16, 7, , 
2015/10/31, , 42, 14, 6, , 
2015/11/1, , 29, 3, 11, , 
2015/11/2, , 37, 3, 15, , 
2015/11/3, , 38, 1, 12, , 
2015/11/4, , 28, 1, 17, , 
2015/11/5, , 35, 3, 13, , 
2015/11/6, , 21, 7, 5, , 
2015/11/7, , 11, 22, 4, , 
2015/11/8, , 8, 21, 4, , 
2015/11/9, , 10, 18, 4, , 
2015/11/10, , 7, 21, 5, , 
2015/11/11, , 13, 16, 7, , 
2015/11/12, , 14, 12, 7, , 
2015/11/13, , 16, 22, 3, , 
2015/11/14, , 5, 16, 2, , 
2015/11/15, , 2, 15, 6, , 
2015/11/16, , 13, 15, 5, , 
2015/11/17, , 5, 23, 2, , 
2015/11/18, , 3, 23, 3, , 
2015/11/19, , 5, 19, 4, , 
2015/11/20, , 7, 14, 6, , 
2015/11/21, , 12, 19, 3, , 
2015/11/22, , 6, 12, 6, , 
2015/11/23, , 8, 8, 9, , 
2015/11/24, , 14, 7, 8, , 
2015/11/25, , 14, 12, 9, , 
2015/11/26, , 15, 5, 13, , 
2015/11/27, , 17, 18, 6, , 
2015/11/28, , 9, 17, 3, , 
2015/11/29, , 2, 25, 1, , 
2015/11/30, , 3, , , , 
2015/12/15, , 27, 1, 13, , 
2015/12/16, , 30, 9, 10, , 
2015/12/17, , 11, 12, 7, , 
2015/12/18, , 15, 8, 6, , 
2015/12/19, , 16, 9, 6, , 
2015/12/20, , 16, 19, 7, , 
2015/12/21, , 9, 18, 4, , 
2015/12/22, , 3, 20, 4, , 
2015/12/23, , 6, 12, 5, , 
2015/12/24, , 11, 22, 3, , 
2015/12/25, , 6, 19, 1, , 
2015/12/26, , 5, 15, 3, , 
2015/12/27, , 12, 18, 3, , 
2015/12/28, , 9, 14, 5, , 
2015/12/29, , 17, 13, 7, , 
2015/12/30, , 24, , , , 
2016/1/3, , 42, 6, 9, , 
2015/7/1, , 8, 44, 3, , 
2015/7/2, , 12, 70, 4, , 
2015/7/3, , 23, 72, 3, , 
2015/7/4, , 20, 56, 2, , 
2015/7/5, , 21, 34, 2, , 
2015/7/6, , 10, 53, 5, , 
2015/7/7, , 18, 28, 3, , 
2015/7/8, , 13, 25, 1, , 
2015/7/9, , 5, 28, 1, , 
2015/7/10, , 5, 36, 2, , 
2015/7/11, , 16, 34, 3, , 
2015/7/12, , 16, 23, 3, , 
2015/7/13, , 15, 21, 3, , 
2015/7/14, , 10, 30, 1, , 
2015/7/15, , 7, 29, 3, , 
2015/7/16, , 12, 49, 5, , 
2015/7/17, , 15, 32, 2, , 
2015/7/18, , 14, 24, 2, , 
2015/7/19, , 9, 34, 1, , 
2015/7/20, , 9, 28, 3, , 
2015/7/21, , 10, 33, 4, , 
2015/7/22, , 10, 35, 2, , 
2015/7/23, , 8, 43, 4, , 
2015/7/24, , 11, 35, 2, , 
2015/7/25, , 13, 28, 1, , 
2015/7/26, , 5, 28, 4, , 
2015/7/27, , 7, 26, 3, , 
2015/7/28, , 9, 30, 2, , 
2015/7/29, , 6, 25, 1, , 
2015/7/30, , 6, 29, 1, , 
2015/7/31, , 9, 43, 3, , 
2015/8/1, , 13, 48, 2, , 
2015/8/2, , 20, 65, 5, , 
2015/8/3, , 25, 55, 5, , 
2015/8/4, , 27, 35, 3, , 
2015/8/5, , 16, 58, 6, , 
2015/8/6, , 23, 64, 7, , 
2015/8/7, , 30, 40, 2, , 
2015/8/8, , 20, 34, 1, , 
2015/8/9, , 12, 55, 2, , 
2015/8/10, , 17, 46, 2, , 
2015/8/11, , 24, 27, 2, , 
2015/8/12, , 17, 35, 1, , 
2015/8/13, , 13, 66, 4, , 
2015/8/14, , 24, 51, 3, , 
2015/8/15, , 21, 45, 2, , 
2015/8/16, , 21, 33, 4, , 
2015/8/17, , 21, 9, 6, , 
2015/8/18, , 10, 16, 3, , 
2015/8/19, , 14, 39, 4, , 
2015/8/20, , 19, 41, 7, , 
2015/8/21, , 25, 41, 3, , 
2015/8/22, , 26, 37, 3, , 
2015/8/23, , 17, 37, 4, , 
2015/8/24, , 14, 26, 3, , 
2015/8/25, , 5, 30, 4, , 
2015/8/26, , 8, 27, 6, , 
2015/8/27, , 10, 23, 2, , 
2015/8/28, , 7, 36, 3, , 
2015/8/29, , 13, 36, 3, , 
2015/8/30, , 13, 57, 6, , 
2015/8/31, , 18, 33, 3, , 
2015/9/1, , 13, 29, 2, , 
2015/9/2, , 6, 28, 6, , 
2015/9/3, , 11, 30, 5, , 
2015/9/4, , 12, 25, 2, , 
2015/9/5, , 4, 24, 1, , 
2015/9/6, , 2, 22, 2, , 
2015/9/7, , 4, 24, 3, , 
2015/9/8, , 4, 22, 4, , 
2015/9/9, , 2, 26, 4, , 
2015/9/10, , 7, 16, 5, , 
2015/9/11, , 20, 29, 3, , 
2015/9/12, , 20, 29, 3, , 
2015/9/13, , 16, 22, 6, , 
2015/9/14, , 20, 22, 4, , 
2015/9/15, , 5, 25, 8, , 
2015/9/16, , 7, 23, 6, , 
2015/9/17, , 5, 28, 4, , 
2015/9/18, , 11, 22, 4, , 
2015/9/19, , 10, 26, 2, , 
2015/9/20, , 6, 24, 4, , 
2015/9/21, , 11, 18, 9, , 
2015/9/22, , 15, 19, 6, , 
2015/9/23, , 8, 19, 6, , 
2015/9/24, , 13, 24, 6, , 
2015/9/25, , 10, 22, 3, , 
2015/9/26, , 12, 22, 3, , 
2015/9/27, , 8, 20, 5, , 
2015/9/28, , 10, 23, 4, , 
2015/9/29, , 6, 25, 6, , 
2015/9/30, , 11, 25, 9, , 
2015/4/1, , 3, 29, 3, , 
2015/4/2, , 3, 28, 2, , 
2015/4/3, , 6, 29, 3, , 
2015/4/4, , 7, 31, 3, , 
2015/4/5, , 9, 28, 1, , 
2015/4/6, , 6, 29, 6, , 
2015/4/7, , 14, 25, 3, , 
2015/4/8, , 9, 31, 5, , 
2015/4/9, , 19, 37, 8, , 
2015/4/10, , 27, 39, 5, , 
2015/4/11, , 20, 33, 2, , 
2015/4/12, , 5, 29, 2, , 
2015/4/13, , 8, 26, 7, , 
2015/4/14, , 15, 40, 4, , 
2015/4/15, , 19, 31, 2, , 
2015/4/16, , 9, 31, 3, , 
2015/4/17, , 10, 29, 2, , 
2015/4/18, , 9, 36, 2, , 
2015/4/19, , 17, 33, 3, , 
2015/4/20, , 14, 36, 3, , 
2015/4/21, , 22, 33, 2, , 
2015/4/22, , 17, 38, 5, , 
2015/4/23, , 23, 41, 6, , 
2015/4/24, , 34, 45, 5, , 
2015/4/25, , 19, 28, 3, , 
2015/4/26, , 15, 23, 4, , 
2015/4/27, , 6, 28, 3, , 
2015/4/28, , 7, 32, 4, , 
2015/4/29, , 10, 29, 6, , 
2015/4/30, , 15, 31, 2, , 
2015/5/1, , 10, 35, 2, , 
2015/5/2, , 7, 40, 4, , 
2015/5/3, , 11, 33, 3, , 
2015/5/4, , 7, 29, 6, , 
2015/5/5, , 12, 40, 4, , 
2015/5/6, , 10, 30, 3, , 
2015/5/7, , 7, 36, 5, , 
2015/5/8, , 13, 31, 4, , 
2015/5/9, , 13, 34, 1, , 
2015/5/10, , 6, 37, 6, , 
2015/5/11, , 10, 42, 6, , 
2015/5/12, , 16, 32, 3, , 
2015/5/13, , 6, 29, 1, , 
2015/5/14, , 4, 31, 2, , 
2015/5/15, , 13, 30, 3, , 
2015/5/16, , 14, 32, 1, , 
2015/5/17, , 6, 40, 5, , 
2015/5/18, , 15, 38, 3, , 
2015/5/19, , 10, 30, 5, , 
2015/5/20, , 16, 34, 3, , 
2015/5/21, , 15, 39, 4, , 
2015/5/22, , 17, 30, 3, , 
2015/5/23, , 23, 37, 1, , 
2015/5/24, , 11, 37, 1, , 
2015/5/25, , 15, 29, 2, , 
2015/5/26, , 11, 28, 2, , 
2015/5/27, , 9, 36, 4, , 
2015/5/28, , 23, 38, 2, , 
2015/5/29, , 12, 30, 1, , 
2015/5/30, , 4, 42, 1, , 
2015/5/31, , 6, 27, 3, , 
2015/6/1, , 8, 13, 2, , 
2015/6/2, , 14, 30, 3, , 
2015/6/3, , 11, 31, 3, , 
2015/6/4, , 12, 56, 3, , 
2015/6/5, , 13, 50, 2, , 
2015/6/6, , 17, 39, 1, , 
2015/6/7, , 9, 29, 1, , 
2015/6/8, , 11, 33, 2, , 
2015/6/9, , 9, 34, 2, , 
2015/6/10, , 11, 43, 3, , 
2015/6/11, , 13, 56, 4, , 
2015/6/12, , 21, 50, 3, , 
2015/6/13, , 24, 32, 2, , 
2015/6/14, , 15, 31, 1, , 
2015/6/15, , 8, 28, 1, , 
2015/6/16, , 8, 37, 2, , 
2015/6/17, , 9, 26, 2, , 
2015/6/18, , 10, 25, 2, , 
2015/6/19, , 5, 22, 2, , 
2015/6/20, , 5, 27, 1, , 
2015/6/21, , 7, 25, 3, , 
2015/6/22, , 12, 21, 3, , 
2015/6/23, , 8, 23, 2, , 
2015/6/24, , 8, 33, 3, , 
2015/6/25, , 13, 38, 4, , 
2015/6/26, , 28, 35, 5, , 
2015/6/27, , 22, 25, 1, , 
2015/6/28, , 6, 38, 3, , 
2015/6/29, , 12, 30, 2, , 
2015/6/30, , 9, 35, 2, , 
2015/1/1, , 21, 25, 4, , 
2015/1/2, , 6, 24, 5, , 
2015/1/3, , 6, 26, 2, , 
2015/1/4, , 5, 20, 5, , 
2015/1/5, , 14, 12, 8, , 
2015/1/6, , 20, 15, 10, , 
2015/1/7, , 14, 14, 7, , 
2015/1/8, , 9, 28, 4, , 
2015/1/9, , 4, 27, 2, , 
2015/1/10, , 2, 27, 2, , 
2015/1/11, , 2, 22, 5, , 
2015/1/12, , 4, 23, 4, , 
2015/1/13, , 3, 24, 6, , 
2015/1/14, , 2, 19, 7, , 
2015/1/15, , 4, 17, 11, , 
2015/1/16, , 6, 19, 7, , 
2015/1/17, , 13, 14, 8, , 
2015/1/18, , 18, 2, 16, , 
2015/1/19, , 25, 4, 12, , 
2015/1/20, , 25, 10, 8, , 
2015/1/21, , 23, 9, 7, , 
2015/1/22, , 23, 11, 7, , 
2015/1/23, , 14, 15, 6, , 
2015/1/24, , 17, 22, 4, , 
2015/1/25, , 11, 13, 8, , 
2015/1/26, , 13, 26, 4, , 
2015/1/27, , 8, 20, 6, , 
2015/1/28, , 11, 22, 6, , 
2015/1/29, , 5, 15, 10, , 
2015/1/30, , 11, 17, 9, , 
2015/1/31, , 17, 17, 7, , 
2015/2/1, , 18, 19, 7, , 
2015/2/2, , 11, 20, 6, , 
2015/2/3, , 9, 13, 6, , 
2015/2/4, , 12, 15, 7, , 
2015/2/5, , 12, 16, 8, , 
2015/2/6, , 30, 19, 7, , 
2015/2/7, , 20, 29, 2, , 
2015/2/8, , 4, 25, 4, , 
2015/2/9, , 4, 24, 5, , 
2015/2/10, , 6, 23, 4, , 
2015/2/11, , 11, 15, 8, , 
2015/2/12, , 27, 6, 13, , 
2015/2/13, , 26, 17, 9, , 
2015/2/14, , 32, 28, 5, , 
2015/2/15, , 49, 15, 9, , 
2015/2/16, , 41, 11, 12, , 
2015/2/17, , 46, 16, 9, , 
2015/2/18, , 19, 12, 11, , 
2015/2/19, , 30, 22, 9, , 
2015/2/20, , 28, 27, 6, , 
2015/2/21, , 9, 22, 6, , 
2015/2/22, , 15, 19, 8, , 
2015/2/23, , 19, 21, 9, , 
2015/2/24, , 13, 20, 13, , 
2015/2/25, , 19, 22, 13, , 
2015/2/26, , 22, 23, 10, , 
2015/2/27, , 27, 27, 5, , 
2015/2/28, , 12, 22, 4, , 
2015/3/1, , 10, 29, 5, , 
2015/3/2, , 5, 25, 5, , 
2015/3/3, , 7, 22, 7, , 
2015/3/4, , 12, 26, 4, , 
2015/3/5, , 7, 18, 11, , 
2015/3/6, , 19, 26, 5, , 
2015/3/7, , 26, 25, 6, , 
2015/3/8, , 15, 25, 7, , 
2015/3/9, , 26, 10, 10, , 
2015/3/10, , 31, 24, 4, , 
2015/3/11, , 11, 25, 4, , 
2015/3/12, , 8, 22, 6, , 
2015/3/13, , 16, 19, 3, , 
2015/3/14, , 25, 15, 3, , 
2015/3/15, , 22, 23, 5, , 
2015/3/16, , 37, 32, 7, , 
2015/3/17, , 29, 31, 8, , 
2015/3/18, , 20, 35, 11, , 
2015/3/19, , 41, 33, 15, , 
2015/3/20, , 43, 11, 8, , 
2015/3/21, , 27, 32, 2, , 
2015/3/22, , 4, 15, 12, , 
2015/3/23, , 19, 24, 10, , 
2015/3/24, , 37, 27, 9, , 
2015/3/25, , 45, 14, 7, , 
2015/3/26, , 28, 22, 6, , 
2015/3/27, , 14, 30, 3, , 
2015/3/28, , 17, 25, 3, , 
2015/3/29, , 7, 29, 2, , 
2015/3/30, , 2, 31, 3, , 
2015/3/31, , 2, 29, 2, , 
2014/10/1, , 30, 24, 7, , 
2014/10/2, , 36, 27, 4, , 
2014/10/3, , 20, 31, 5, , 
2014/10/4, , 27, 27, 4, , 
2014/10/5, , 28, 27, 8, , 
2014/10/6, , 33, 17, 7, , 
2014/10/7, , 29, 18, 8, , 
2014/10/8, , 7, 10, 9, , 
2014/10/9, , 15, 15, 8, , 
2014/10/10, , 11, 12, 6, , 
2014/10/11, , 16, 21, 3, , 
2014/10/12, , 14, 10, 9, , 
2014/10/13, , 20, 8, 10, , 
2014/10/14, , 13, 17, 7, , 
2014/10/15, , 12, 9, 10, , 
2014/10/16, , 14, 17, 7, , 
2014/10/17, , 19, 16, 5, , 
2014/10/18, , 18, 20, 4, , 
2014/10/19, , 10, 20, 4, , 
2014/10/20, , 6, 17, 6, , 
2014/10/21, , 12, 19, 3, , 
2014/10/22, , 10, 11, 5, , 
2014/10/23, , 23, 11, 7, , 
2014/10/24, , 17, 7, 6, , 
2014/10/25, , 21, 2, 6, , 
2014/10/26, , 21, 9, 9, , 
2014/10/27, , 18, 11, 10, , 
2014/10/28, , 23, 7, 9, , 
2014/10/29, , 30, 2, 10, , 
2014/10/30, , 22, 4, 8, , 
2014/10/31, , 26, 9, 7, , 
2014/11/1, , 21, 10, 6, , 
2014/11/2, , 15, 14, 8, , 
2014/11/3, , 14, 10, 10, , 
2014/11/4, , 19, 6, 9, , 
2014/11/5, , 23, 17, 9, , 
2014/11/6, , 16, 2, 9, , 
2014/11/7, , 29, , , , 
2014/11/10, , 23, 2, 11, , 
2014/11/11, , 18, 4, 10, , 
2014/11/12, , 34, 1, 7, , 
2014/11/13, , 43, 8, 10, , 
2014/11/14, , 33, 8, 7, , 
2014/11/15, , 31, 7, 6, , 
2014/11/16, , 26, 7, 13, , 
2014/11/17, , 16, 6, 6, , 
2014/11/18, , 21, 2, 6, , 
2014/11/19, , 24, 4, 5, , 
2014/11/20, , 33, 2, 8, , 
2014/11/21, , 26, 13, 6, , 
2014/11/22, , 18, 9, 6, , 
2014/11/23, , 22, 19, 9, , 
2014/11/24, , 10, 14, 8, , 
2014/11/25, , 9, 10, 10, , 
2014/11/26, , 15, 8, 14, , 
2014/11/27, , 34, 13, 7, , 
2014/11/28, , 28, 14, 7, , 
2014/11/29, , 27, , 6, , 
2014/11/30, , 29, 15, 6, , 
2014/12/1, , 25, 11, 10, , 
2014/12/2, , 31, 8, 8, , 
2014/12/3, , 40, , 13, , 
2014/12/4, , 49, 1, 14, , 
2014/12/5, , 44, 2, 12, , 
2014/12/6, , 19, 14, 6, , 
2014/12/7, , 13, 15, 9, , 
2014/12/8, , 10, 6, 14, , 
2014/12/9, , 16, 12, 9, , 
2014/12/10, , 10, 21, 6, , 
2014/12/11, , 5, 23, 5, , 
2014/12/12, , 2, 20, 7, , 
2014/12/13, , 7, 9, 8, , 
2014/12/14, , 23, 14, 10, , 
2014/12/15, , 9, 12, 10, , 
2014/12/16, , 11, 14, 10, , 
2014/12/17, , 11, 9, 8, , 
2014/12/18, , 8, 24, 4, , 
2014/12/19, , 2, 27, 3, , 
2014/12/20, , 2, 24, 4, , 
2014/12/21, , 8, 23, 4, , 
2014/12/22, , 2, 23, 4, , 
2014/12/23, , 2, 25, 3, , 
2014/12/24, , 2, 25, 3, , 
2014/12/25, , 5, 19, 4, , 
2014/12/26, , 7, 13, 9, , 
2014/12/27, , 14, 13, 6, , 
2014/12/28, , 21, , , , 
2014/8/20, , 7, 32, 5, , 
2014/8/21, , 10, 35, 5, , 
2014/8/22, , 12, 33, 3, , 
2014/8/23, , 10, 30, 2, , 
2014/8/24, , 7, 34, 4, , 
2014/8/25, , 9, 33, 5, , 
2014/8/26, , 12, 31, 3, , 
2014/8/27, , 9, 42, 5, , 
2014/8/28, , 17, 21, 9, , 
2014/8/29, , 17, 26, 4, , 
2014/8/30, , 13, 26, 2, , 
2014/8/31, , 11, 21, 4, , 
2014/9/1, , 13, 27, 2, , 
2014/9/2, , 8, 29, 2, , 
2014/9/3, , 9, 36, 3, , 
2014/9/4, , 16, 40, 8, , 
2014/9/5, , 27, 43, 5, , 
2014/9/6, , 27, 40, 3, , 
2014/9/7, , 24, 34, 3, , 
2014/9/8, , 15, 29, 4, , 
2014/9/9, , 13, 23, 4, , 
2014/9/10, , 12, 25, 3, , 
2014/9/11, , 11, 29, 2, , 
2014/9/12, , 17, 23, 2, , 
2014/9/13, , 21, 21, 1, , 
2014/9/14, , 17, 40, 4, , 
2014/9/15, , 32, 37, 6, , 
2014/9/16, , 33, 40, 6, , 
2014/9/17, , 30, 40, 6, , 
2014/9/18, , 23, 17, 10, , 
2014/9/19, , 27, 18, 6, , 
2014/9/20, , 31, 28, 2, , 
2014/9/21, , 21, 24, 3, , 
2014/9/22, , 9, 25, 4, , 
2014/9/23, , 9, 23, 7, , 
2014/9/24, , 15, 21, 5, , 
2014/9/25, , 16, 14, 6, , 
2014/9/26, , 15, 24, 3, , 
2014/9/27, , 14, 28, 4, , 
2014/9/28, , 13, 25, 7, , 
2014/9/29, , 23, 22, 7, , 
2014/9/30, , 20, 23, 6, , 
2017/10/19, , , 8, 10, , 
2017/11/18, , , 25, 2, , 
2017/11/19, , , 20, 4, , 
2016/12/7, , , 16, 14, 16, 
2016/6/26, , , 34, 38, 42, 
2016/3/2, , , 16, 10, , 
2015/12/14, , , , 10, , 
2016/1/2, , , 5, 13, , 
2014/12/31, , , 16, 6, , 
2014/11/9, , , 3, 9, , 
2014/8/19, , , 26, 3, , 
